Date,Open,High,Low,Close,Volume
2024-09-24,61.58,62.08,59.815,60.79,2399928
2024-09-25,60.6,61.63,60.08,60.95,1505679
2024-09-26,62.42,65.24,62.3196,64.74,2515637
2024-09-27,65.02,65.516,63.53,64.53,2313560
2024-09-30,63.9,64.13,62.34,63.38,1171482
2024-10-01,63.56,64.13,60.84,61.49,1426801
2024-10-02,61.5,65.01,61.5,65.0,1150196
2024-10-03,63.88,66.22,63.72,66.16,1406745
2024-10-04,67.98,68.81,66.68,68.8,2260693
2024-10-07,67.94,68.77,65.76,67.27,2141990
2024-10-08,67.26,68.74,66.88,67.75,1081577
2024-10-09,67.5,68.175,66.84,67.68,1071663
2024-10-10,67.11,67.92,66.47,67.1,1200112
2024-10-11,66.85,68.65,66.85,68.24,1282402
2024-10-14,68.68,69.4,67.88,69.23,1272007
2024-10-15,69.4,70.09,66.3,66.58,1667435
2024-10-16,67.43,69.16,66.79,68.78,1602746
2024-10-17,69.87,71.07,69.14,69.62,2153255
2024-10-18,69.66,69.96,66.09,66.23,1533006
2024-10-21,65.11,65.818,63.46,65.56,1742377
2024-10-22,65.9,67.72,65.2,66.54,1482721
2024-10-23,65.97,67.54,65.055,65.66,1427841
2024-10-24,66.14,66.205,64.23,64.64,984986
2024-10-25,65.08,65.08,63.7,64.37,830384
2024-10-28,64.94,65.7,64.46,64.96,772493
2024-10-29,65.15,66.5899,64.87,65.76,1001141
2024-10-30,64.64,66.28,64.62,65.35,1015279
2024-10-31,65.09,65.09,62.78,63.87,1256357
2024-11-01,63.14,65.69,62.38,65.35,1451959
2024-11-04,65.06,65.635,64.13,64.17,1257812
2024-11-05,64.93,66.64,64.6,66.18,1669720
2024-11-06,67.97,72.7695,67.9,71.97,4198692
2024-11-07,73.07,73.9,72.07,73.64,2900903
2024-11-08,86.5,88.0,81.03,83.85,7369004
2024-11-11,85.01,89.7,84.86,86.72,3190825
2024-11-12,86.04,88.69,85.87,86.65,2124827
2024-11-13,87.16,88.53,86.505,88.06,2024878
